psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
448_3_1,0.1334983863683924,0.15734399308379912,0.21925965181962684,0.19757188483582339,0.15542719978166963,0.09980808980822876,0.02412029403264217,0.010671954549076317,0.0016734489132370653,0.0006250968075040591
97_3_1,0.09755651996461452,0.10307787438897621,0.16570503986935695,0.1998876606849519,0.20678741395471456,0.1415719795266008,0.05922287838664525,0.015855802305778134,0.009693136484313518,0.0006416944340480184
90_5_1,0.08043234650406005,0.13840963728081435,0.19362397407028042,0.17846378205221655,0.19623309110621812,0.1271208837199981,0.06389764870538087,0.015366612845055153,0.005850450558198591,0.0006015731577777711
100_2_1,0.12805780502760103,0.05214215733159309,0.21132731038234773,0.2247674038714752,0.1870841415084839,0.13585623794928975,0.038020012196034986,0.018496756281332297,0.003942377151920779,0.00030579829992113684
646_3_2,0.029034444067624617,0.016837294976483806,0.08613063427246466,0.11464652881884946,0.14453233798674525,0.24662512416725843,0.22730617206150847,0.12671645658922295,0.0075689859009441555,0.0006020211588982755
468_3_1,0.15669636330462627,0.10458938642410542,0.24521819672859416,0.1853809354422776,0.1647386623554376,0.10235465258222531,0.02981912063825716,0.010047673406041038,0.0008256033691445042,0.0003294057492908497
163_1_1,0.019381312589341802,0.044325638662642886,0.14730553495372284,0.13880581476766368,0.16866026528177028,0.21120929116035284,0.1787926881269388,0.08174331196220308,0.007862498026060928,0.0019136444693027305
104_7_1,0.05740130593830221,0.17352124503499966,0.15957834168565901,0.2722796062434597,0.15876145246886186,0.11609700011459395,0.04624092367103971,0.011585258839106152,0.002962955675929434,0.0015719103280482838
143_6_1,0.10045686312792716,0.12714589032999238,0.15102231530035046,0.2039356321042699,0.23820670361265733,0.10373959110057063,0.056715344371274574,0.014545104577921832,0.0033123679562408696,0.0009201875187947483
96_1_1,0.10870859322276544,0.08839979456891911,0.1649081859059331,0.22626798522720748,0.15695830352047063,0.17123768631029876,0.05410175245866834,0.020784374668999725,0.008139600394733364,0.0004937237220039894
233_3_1,0.0891376689223154,0.17494424986718407,0.1596150514686514,0.239918616881493,0.16914597894281097,0.11536631088256993,0.03750596113870667,0.01118127686893889,0.002316483415208811,0.0008684016121208098
145_4_1,0.06976317437272678,0.11858257020651095,0.11049660377204963,0.1562465228960678,0.186216965012218,0.14346584358456288,0.1736363503216315,0.03555989242136181,0.005511472602576379,0.0005206048102942329
410_2_1,0.07124186996159224,0.2319534459878981,0.14980905326498564,0.21150316026347896,0.17596399630816373,0.1066316256860279,0.039549485202573974,0.010082927826890055,0.0024218050433791687,0.0008426304550102526
651_6_1,0.07253862139585585,0.17312560293621765,0.14963120027751659,0.2518728808129878,0.1765752137874445,0.1196019626838542,0.041351367580511625,0.011349413295557092,0.0030853356179338354,0.0008684016121208098
653_8_1,0.07253862139585585,0.17312560293621765,0.14963120027751659,0.2518728808129878,0.1765752137874445,0.1196019626838542,0.041351367580511625,0.011349413295557092,0.0030853356179338354,0.0008684016121208098
310_3_1,0.045627587929906496,0.17681722249388887,0.17122474183065686,0.17742272908023293,0.24771953013158746,0.13317425836460806,0.02635102855925526,0.01301469112134183,0.0054638849264431015,0.003184325562079116
141_1_1,0.09736343675025369,0.09546000283559315,0.1430642529385274,0.19421738365771765,0.21032231969334284,0.16425387960382282,0.056591667252317325,0.02887330288525721,0.009507766436056653,0.0003459879471112478
329_4_1,0.07168829833120123,0.1798292504580618,0.12596320927175172,0.253738033376915,0.18542810986669953,0.11968717135688438,0.04866593288896432,0.011571550413153726,0.0026397509003741313,0.0007886931359941578
144_11_1,0.0881756297276875,0.1380706256160036,0.13183219162662135,0.2018095573306604,0.19899900497388237,0.14973048427548485,0.06884225388728255,0.012815762746913562,0.009013495456768786,0.0007109943586950276
725_1_1,0.05026021435986138,0.13063956063495533,0.18384327195004274,0.18811860437321426,0.20530135757872114,0.1612354401159175,0.05796678067747484,0.014423990109991607,0.00749967311250995,0.0007111070873114092
387_6_1,0.042533876394714884,0.14153907889193246,0.17464550979307167,0.2117297795276685,0.17470549423417828,0.18877281358708412,0.04199813920421934,0.01179504346443172,0.01218066622496082,9.959867773813195e-05
417_4_1,0.045025091925852224,0.16401522129250468,0.11155364654399165,0.2754134358982855,0.24594238663886403,0.11171434689501794,0.033246263975531286,0.010218075786872304,0.0021168767573526586,0.0007546542857277884
526_4_1,0.045740016650884785,0.1719992153362783,0.16174494193766392,0.17363999371898114,0.27302307476538695,0.12437505232634141,0.02901140641791284,0.010478985473526617,0.007017112225936104,0.0029702011470878354
318_3_1,0.0645794133629352,0.11664188233224866,0.13121702244417643,0.2613766098473117,0.2338072926367187,0.12779453596131907,0.03246485521390372,0.020920743833943187,0.01004032574220315,0.001157318625240179
422_7_1,0.05788590394178378,0.11342044820239706,0.10927866524744895,0.3000692540173537,0.25805561370763347,0.11142087038221529,0.03600677250147135,0.010792635427021045,0.0024211810306661104,0.0006486555420091954
664_3_1,0.05355706130801063,0.12742408974772426,0.13767086523860614,0.24684187882553763,0.2458054948982666,0.13140272438637982,0.034129316283004536,0.01447121041875987,0.006223373601803663,0.0024739852919068448
393_9_1,0.05788590394178378,0.11342044820239706,0.10927866524744895,0.3000692540173537,0.25805561370763347,0.11142087038221529,0.03600677250147135,0.010792635427021045,0.0024211810306661104,0.0006486555420091954
665_1_1,0.052085752223043354,0.1544591548818173,0.24281823119256102,0.1971283717581041,0.17728478987853458,0.10712246387596051,0.05863386941805048,0.00682229359707806,0.003528292366528391,0.0001167808083223244
356_1_1,0.038237633754083886,0.13452091034135363,0.18067991186668916,0.15678961677316738,0.23446329736690089,0.17767552509452586,0.05932449954548687,0.009260314788186414,0.007735466514179161,0.001312823955426792
577_6_2,0.06633670741830316,0.14200882822816907,0.1999898224650982,0.20050744074318377,0.2025814908944009,0.10100094204521724,0.07971030924446558,0.0053755937752466496,0.002196331091745102,0.0002925340941705161
175_6_1,0.07083478925973538,0.1464980527717414,0.18539354917317266,0.19762776713460992,0.20517875509652442,0.099003012438592,0.08759961516446203,0.0053755937752466496,0.002196331091745102,0.0002925340941705161
346_4_1,0.05919025176787073,0.11384436124587534,0.10802866524744896,0.30128681785448275,0.24985254262412762,0.11618898632424429,0.037745902936253954,0.010792635427021045,0.0024211810306661104,0.0006486555420091954
268_11_1,0.06676275050176651,0.123732823976185,0.18821336859230162,0.24377443462354928,0.19756387021781566,0.1045969453269896,0.0544995953387808,0.016655192267508865,0.0035544122517399074,0.0006466069033626186
537_3_1,0.0802809590319921,0.14616592716787669,0.18458178243749288,0.19747076230369207,0.19289614640087227,0.09585687717289153,0.0948830865240203,0.0053755937752466496,0.002196331091745102,0.0002925340941705161
662_8_1,0.07529762497009315,0.13478070594445168,0.18736713641440136,0.22767489490439746,0.1862049134956706,0.09803514260391091,0.08186603179682182,0.0053755937752466496,0.003105422000836011,0.0002925340941705161
764_7_1,0.05503741643581662,0.15330729600860246,0.25133198720221933,0.2058429504344731,0.15821615327799443,0.10109572899328395,0.058327724252304994,0.009429436454220917,0.007294526132762158,0.0001167808083223244
318_5_1,0.05462759719866803,0.10223152847298259,0.1339594928314156,0.2608865754111034,0.2454839920680016,0.1282139035360655,0.03074368862088561,0.026298434636291525,0.016397468599346005,0.001157318625240179
205_4_1,0.07529762497009315,0.13478070594445168,0.18736713641440136,0.22767489490439746,0.1862049134956706,0.09803514260391091,0.08186603179682182,0.0053755937752466496,0.003105422000836011,0.0002925340941705161
692_5_1,0.06669540124457829,0.1211105472166243,0.20345381427197703,0.2053266685420881,0.17109210686135407,0.14117409517808738,0.0830206699618911,0.005102866502519378,0.002731296126710137,0.0002925340941705161
65_2_5,0.04917857978425297,0.1250255634936499,0.13228524854125054,0.280449861752745,0.12050826145221323,0.18989526010517135,0.08863074839518491,0.01054259410943811,0.0031226593823962035,0.00036122298369768886
144_7_3,0.04158368285543746,0.047419368481994635,0.25434757482939785,0.17667520022742852,0.10112447246410912,0.2647591716720934,0.09903173256087859,0.012485099394018522,0.002405349114263955,0.00016834840037771058
555_3_1,0.04195521438352128,0.050083056270725824,0.19607565322202627,0.3410455155477702,0.17281907748383926,0.12409297734505435,0.052291902858571174,0.012894590877966024,0.008520005498497832,0.00022200651202773403
152_9_1,0.04642491024166168,0.09016154538209185,0.14534583567354548,0.20603310418684298,0.20421384853981284,0.20224420206410806,0.06953324219279869,0.026574714550412395,0.008810764760496966,0.0006578324082289868
670_3_1,0.02579128541251158,0.06264684551586375,0.13413059087851462,0.19617059699512673,0.2854476617647923,0.1420049053960432,0.10814828693317763,0.0389484121567788,0.005861572702703921,0.0008498422444871874
680_1_3,0.023898763703513314,0.026087381171137954,0.14463728233611953,0.1444609650034975,0.16057100907240732,0.25114328716827466,0.14339235237231213,0.08481509752092022,0.01977425925300935,0.0012196023988078923
270_8_4,0.022068464922252097,0.06658079446598297,0.1736180495167548,0.2001616889842623,0.20419361452291848,0.194198571578733,0.10062052768904066,0.03095977413680573,0.007458969422446132,0.00013954476080381417
700_9_1,0.03147623294920598,0.08514371321056281,0.1548521641992613,0.21394639423853287,0.1793292439898382,0.17499234524383553,0.0953979330209443,0.057498065841505595,0.007275990528883098,8.791677743022155e-05
803_3_1,0.0526829276245309,0.07631038684816076,0.25446573112589477,0.26123145168478507,0.1848460231871929,0.11735525417288221,0.03882353882604764,0.012946755289680303,0.0012446779158865663,9.325332493886691e-05
198_7_3,0.04660622348785219,0.09466439455227511,0.2661207050583958,0.2345589591584882,0.17086965219727013,0.1300769627140873,0.04029658973671993,0.015025664029522429,0.0016709844447688005,0.00010986462061993003
335_5_1,0.060781194027980774,0.09779368045723462,0.20267276038435056,0.2513656849695256,0.16807502212574582,0.13473367358502344,0.051175522555956456,0.02993262102811803,0.0027988842114864978,0.000670956654577927
339_1_1,0.06105447886124113,0.1131418554845086,0.24473560509253528,0.243991950715021,0.15763700480959003,0.10065830962028668,0.05812879215323204,0.018053977967300447,0.002287908650767524,0.00031011664551702046
644_3_3,0.009993311446116666,0.03952945165580923,0.0996213645748565,0.16758833613478438,0.3223421421473747,0.15683776279615455,0.08989943041627717,0.09775410549321366,0.015719614360200074,0.000714480975213089
62_5_2,0.07192273645324376,0.13582331582453455,0.22659890805437155,0.17853238058803092,0.16339225935534443,0.1327265095028265,0.06385956231403195,0.021794529599582963,0.0041720486419247384,0.0011777496661086087
800_6_2,0.04021164112560399,0.095543062068749,0.2168047693682243,0.21534267971959176,0.21569560436068122,0.13283152856230449,0.06408537507675065,0.0169219633602752,0.002268616273425155,0.0002947600843942059
508_8_1,0.02789275916382485,0.07716908236562305,0.15339982048925585,0.23047075005837234,0.2136826387883425,0.15330794933101674,0.0979311297464761,0.03742673503695639,0.008592134852653059,0.00012700016747885367
134_6_2,0.04912950991188495,0.10645697094898156,0.1901302220572365,0.20925441851704554,0.19949358704025866,0.157692597299125,0.06034548830346179,0.022266902172383828,0.0038286587712444238,0.001401644978377702
186_2_4,0.04930054981992026,0.07689172741700862,0.21115984391620585,0.2749170768711453,0.17958983173540247,0.14361965498391174,0.042901020807323144,0.017148674414762796,0.003386745546496978,0.0010848744878226846
477_7_1,0.031146596998310946,0.07570566709525348,0.17835729217587024,0.2394553695096125,0.18263639125829975,0.14750011857781156,0.09654024554389436,0.03839014784870648,0.009891635021919885,0.00037653597032071093
85_4_1,0.05894551735590304,0.10365792925194911,0.19416967811939256,0.22877350021910858,0.1915447488758299,0.1386511564310069,0.05853865909536966,0.021432621175610338,0.0034531789134117676,0.0008330105624181087
365_1_2,0.04236592573451927,0.09249668240997753,0.21713563598495028,0.21820792689183852,0.21760902567517895,0.12625093067073861,0.06708746661591827,0.015983412117129888,0.0025260940849790086,0.000336899814769692
437_4_1,0.03732436471917352,0.07171408743120901,0.1967683090881285,0.21574308998392983,0.16865630974810591,0.16625716417577047,0.10334979846157236,0.027899328558512813,0.011988397805595448,0.0002991500280021884
434_4_1,0.023401660324144088,0.02473739271309769,0.08234603226050982,0.13852328287295862,0.14589322676042932,0.26406879166170594,0.1152896273256425,0.17935087121440815,0.024155005663175327,0.0022341092039281844
261_3_1,0.0502306982272149,0.088687155064744,0.22566712692831825,0.23576097166760435,0.16364947909890812,0.15838879379686094,0.053809765272772044,0.020797988509610496,0.0024614714362856107,0.0005465499976811405
397_6_1,0.032243645121927005,0.07106440885699417,0.18264467276193067,0.23060502823384318,0.21242430199218598,0.1308005715424587,0.09651204153580327,0.035631404881108726,0.007989156052601473,8.476902114658782e-05
595_4_1,0.02395311860652298,0.09207857781431363,0.20427248703709996,0.18952292211752353,0.23489589247047468,0.13656084993416273,0.07660531481904406,0.036540647789523185,0.005384414995828126,0.00018577441550711115
248_1_1,0.01565056720488748,0.02339654350306973,0.08928311516925186,0.18154267471323962,0.1592277946540827,0.23810783115719125,0.10573254490115012,0.1653824264772359,0.019825670020288892,0.0018508321996021876
71_4_1,0.06256956107390227,0.16011901573244455,0.20166324502484376,0.23664693880098636,0.17144552490772136,0.09853683475340809,0.05176657149426421,0.015401761762326232,0.0015052707456070832,0.00034527570449602573
364_2_1,0.06346494724791786,0.10840200339669591,0.2656402274982937,0.22162864302277024,0.16662853635812613,0.1081782539545352,0.04957782967477022,0.014496418737484845,0.0018596941287243162,0.00012344598068128297
523_3_1,0.04289197413756831,0.06614891254036928,0.25895736675650743,0.24323252911831514,0.14009255729419062,0.1477064400304367,0.0798656926656711,0.01847551515622186,0.0021261304253089963,0.0005028818754103982
580_2_2,0.04289197413756831,0.06614891254036928,0.25895736675650743,0.24323252911831514,0.14009255729419062,0.1477064400304367,0.0798656926656711,0.01847551515622186,0.0021261304253089963,0.0005028818754103982
135_7_2,0.02379762181896339,0.07171077563254612,0.16127943208643788,0.2207643580678784,0.21872584285420163,0.16356552130045174,0.10302350201713908,0.028624062857878836,0.008369338603698965,0.00013954476080381417
168_9_2,0.02190687307240294,0.06116832846637494,0.2116544108247154,0.18347772987966263,0.21737762721206905,0.14399408338572484,0.13233085287426566,0.021579167411952725,0.006403461069706589,0.00010746580312520615
259_12_1,0.024950801741166234,0.05607171469759905,0.18545080630218091,0.22855938004765197,0.17182050035857832,0.1834094534763043,0.10950892354341529,0.031355744226014746,0.008513726064164586,0.00035894954292430204
267_3_1,0.029837303909974345,0.06233323203143198,0.20250390483124728,0.2155974309923323,0.2018754128634096,0.1671466310687049,0.08774280130930918,0.026516899234748852,0.006286602990974088,0.00015978076786718397
165_3_1,0.0454713657778786,0.07935140050239652,0.21439282179098929,0.2228479582455435,0.17347118671853082,0.19463826953343463,0.044775748925704004,0.01614103424791191,0.008370016272932549,0.0005401979846781598
248_3_1,0.05479480725177276,0.10558450408762521,0.19563008953708244,0.2048408705033767,0.19481116798245118,0.1557554224691281,0.0605421391984686,0.02035035467281269,0.003077778270976666,0.004612866026305622
673_2_1,0.027136072614857093,0.0914103045629385,0.19604002818019833,0.20378276803525724,0.24345193117766045,0.14009614743593615,0.07173422891460085,0.021170033201658847,0.005089798840026107,8.868703686633446e-05
678_1_2,0.025541457839390044,0.0617299126534014,0.2048517430696719,0.23004415859551183,0.22579004650494572,0.131136680201138,0.09142988875544528,0.023651929530986875,0.0057532684630492185,7.091438645941711e-05
249_12_1,0.028135963721407295,0.07534986875516847,0.14227677980261524,0.24915734586176175,0.18680467185129593,0.12700040744453303,0.09329791446706803,0.0844617189251904,0.012841599499325373,0.0006737296716343711
83_4_1,0.05818622656206327,0.10923630431885746,0.21931514052395681,0.2224427126331471,0.19386527222862493,0.11939065112849599,0.058858056071007275,0.01673196164508224,0.0017987098333379131,0.0001749650554267276
134_3_2,0.05735374710169606,0.11528790006083668,0.19904699132191955,0.19351734956075176,0.18028094667290556,0.14725870355957496,0.0677047158293205,0.033390295946553,0.004443649760959394,0.0017157001854824722
273_6_1,0.06184189378893703,0.10734521028352001,0.20882154607602912,0.2026848826151062,0.1859791220154877,0.14044691304809656,0.06564082390577727,0.02293380547492687,0.003506014821063083,0.0007997879710559825
363_7_2,0.05061839507034227,0.1092772583274838,0.1823652821843188,0.20057155357951853,0.20606123179258684,0.1603068994320254,0.06415028759355627,0.02188594668290987,0.003874320871701044,0.0008888244655571893
629_8_1,0.08032614282809294,0.09938416147949097,0.23505311377602314,0.19400618325193533,0.15949525422478147,0.1267177600338065,0.07592132506368919,0.023517905420942474,0.004556441994354251,0.0010217119268836165
664_9_1,0.014805445384950789,0.029120909886612773,0.0978378455047419,0.14820762357124231,0.20686108291249133,0.24783114303418252,0.1254521151745925,0.10849255264235838,0.01977295319093652,0.0016183286978909367
133_5_2,0.05240865581469399,0.10943480292133538,0.20521735458969734,0.20137241088134936,0.18655992086769285,0.15824035831015126,0.0590820625473901,0.023253786041705044,0.003703200621833981,0.0007274474041505847
249_7_1,0.06147582103784667,0.10498280613846267,0.2090178226500482,0.20174148002852976,0.18796271589120386,0.14328433204227356,0.0641482046686997,0.023016219934401692,0.0035708096374777705,0.0007997879710559825
363_4_1,0.06395690477194199,0.1022977065725918,0.25219381291641607,0.22969666160650706,0.18933220365909212,0.09713395351885415,0.047636130672948564,0.015835589504083366,0.0016008814847046668,0.0003161552928600156
339_6_1,0.05260332842067971,0.09407773700664004,0.21631281977908812,0.24595325144315175,0.18948691256267675,0.1118747516172646,0.060663684706838916,0.02601999490497235,0.0025896302496142744,0.0004178893090735091
629_3_2,0.03945348251824997,0.0799071988847114,0.16995047955927123,0.23067917031080187,0.19126387402465211,0.16370380086985406,0.08850162985275137,0.028782070996934264,0.0071802362209158555,0.00057805676185777
367_8_2,0.027827780715613617,0.09306164977413642,0.1817783810694818,0.23586869686578585,0.21464200784110457,0.13011888945155603,0.0871287748633358,0.0224748495120048,0.007037498357421389,6.147154955971601e-05
502_1_1,0.025380080883821175,0.05636010105001687,0.18213413020112865,0.22741810571896665,0.1731468554364134,0.18480748139235395,0.10912882820475871,0.03260842940354069,0.008609267465438473,0.0004067202435612448
102_7_1,0.06147582103784667,0.10498280613846267,0.2090178226500482,0.20174148002852976,0.18796271589120386,0.14328433204227356,0.0641482046686997,0.023016219934401692,0.0035708096374777705,0.0007997879710559825
248_10_1,0.060193738117024526,0.10929409967282154,0.19045530993926327,0.21828072475852892,0.18624475302156976,0.14590900289645983,0.0596269767957788,0.02424336360860496,0.004126382675254861,0.0016256485146933974
679_1_2,0.04708818861697428,0.10757703996852007,0.23443383510544002,0.21338587889377286,0.22596701448318043,0.09634171555482425,0.05616309662056595,0.016045784125015897,0.002660546816936459,0.000336899814769692
170_2_1,0.025604357528085372,0.07274317440112298,0.1933507073076741,0.2053735111483431,0.21606471698968224,0.13358017561090915,0.09694240514159501,0.04176008709975795,0.014441414187529629,0.00013945058530038856
391_2_1,0.030027691587575123,0.06346029310370581,0.20072018410383294,0.21310949935823748,0.17896181926465066,0.19204713374290436,0.08839373034099504,0.02710317733208476,0.005968919697509681,0.00020755146850412663
772_4_1,0.03701382904570293,0.060546522568941975,0.1767024920169805,0.2183188826529232,0.1733865934051622,0.18310357686473933,0.0918909483337099,0.045997476210174526,0.012405220696395021,0.0006344582052701732
135_6_2,0.057382104627274846,0.111903035131302,0.18985579889924303,0.19508078375820417,0.18891198499408288,0.1484511806171135,0.06999299359663742,0.03300187587933771,0.004070029627743865,0.0013502128690605763
385_5_1,0.06306936718708507,0.10363213693659075,0.1972947135516879,0.20445855141517918,0.19387263344745626,0.14166056450889092,0.0681873107638836,0.023579041566443967,0.0038113799681482115,0.0004343006546340869
248_12_1,0.02527295621475778,0.05493565888558538,0.1776307106000922,0.22870457436018785,0.17412409434384502,0.1842825776666193,0.11214739432923984,0.03377741245794266,0.008717900898168571,0.0004067202435612448
376_7_2,0.027423941711177048,0.07277454520705268,0.2140930468352517,0.20110931403428078,0.17423868179939184,0.15221485892104616,0.1175433729059119,0.028962446648739953,0.011376080459449139,0.0002637114776987671
423_2_1,0.02823880873164216,0.08191042902862472,0.17123092067384832,0.22179415803514235,0.19762284840695798,0.13910550746137423,0.09423331977492923,0.05002629525374649,0.015645042068541847,0.00019267056519259502
136_2_1,0.05388133949815416,0.08766396950365288,0.20286073318522324,0.2302703094495655,0.1779362269315676,0.1631010944113774,0.060237446399385386,0.02151793036624071,0.0023498875735737364,0.00018106268125924475
49_1_1,0.06908417385852847,0.11380066174044316,0.19864357269015134,0.2265625031189648,0.19995819358133055,0.10928357326147604,0.059860857357274734,0.020162339207353802,0.002249015592937685,0.00039510959153921506
177_3_5,0.055176449704194684,0.07544387099459382,0.19095979945688835,0.27242548187568477,0.18861983276702876,0.14663975794617015,0.04857605837564161,0.019242875923463968,0.0027093062977534754,0.0002065666585802758
274_6_1,0.06790263146918239,0.1016267509401814,0.19584546621016044,0.20512215681038243,0.19371563395383198,0.1401243586441393,0.06816143956745584,0.023309741745977178,0.003757520004054854,0.0004343006546340869
570_1_2,0.06495112546539854,0.10416025247066571,0.22202483797498368,0.1899641350438569,0.17843478186532657,0.1335837668301519,0.07581167065215105,0.022338490296900756,0.004860216360521882,0.003870723040042957
102_8_1,0.04052542705831326,0.0734071779276739,0.16679039579193572,0.22983465453540397,0.16114556004465372,0.14496733987613566,0.13952915783256542,0.03274231750204309,0.010717651975459264,0.000340317455815917
341_6_1,0.05083791836422141,0.08624047928973003,0.2026607907147496,0.22778575976295534,0.178203423789177,0.1663818051168487,0.06177246076023006,0.023289540432781662,0.0025993822224881146,0.0002284395468179285
496_4_1,0.029761125758618535,0.06355582271402971,0.15300122098105817,0.2626469106824761,0.22068834814304136,0.1381187124072065,0.09033930587161682,0.03201508593853601,0.009677070866316117,0.0001963966371004851
255_12_1,0.02225738741191248,0.05556962669184309,0.2035716208940033,0.238739657294823,0.16358597342223824,0.16147956937700672,0.10631398757451273,0.036777379432099425,0.011247163131196097,0.0004576347703648437
581_12_2,0.024639172200214558,0.05721690872654679,0.1816075238801292,0.22654435310659568,0.1673546902966619,0.18281242274297102,0.11341194500733322,0.0373785831379884,0.008542223816859125,0.0004921770846999041
473_5_1,0.06988846466425919,0.12065516480987007,0.18909402753320198,0.19813837568373482,0.2011801497047856,0.11948834659530169,0.08259543105243893,0.016542836990667643,0.0020514853014359617,0.0003657176643039538
393_10_2,0.052566650507007685,0.11808919685456479,0.23014027673277482,0.22126805833245125,0.1926026518688197,0.10818833627862068,0.05971188177977266,0.015082156875537545,0.002207424855430176,0.00014336591502066555
422_2_1,0.06179304339280004,0.10431494479518533,0.1985769965975874,0.2021990304469906,0.1805556794401382,0.15082829092513944,0.07288532738126413,0.02533432540410715,0.0032044536075519726,0.0003079080092356139
432_7_1,0.06179304339280004,0.10431494479518533,0.1985769965975874,0.2021990304469906,0.1805556794401382,0.15082829092513944,0.07288532738126413,0.02533432540410715,0.0032044536075519726,0.0003079080092356139
581_6_1,0.07092566802590432,0.10705112453116626,0.1843479142667402,0.21958061802050288,0.165828192102342,0.157056726217533,0.06880248107316579,0.0219041535221414,0.0039028231432581967,0.0006002990972458161
131_9_2,0.02454293118147015,0.06664562409082278,0.1510156737355402,0.24675334715985173,0.20525603914139712,0.1590684297485347,0.107657018366345,0.029534001852442513,0.009364433121653293,0.00016250160194247347
367_5_1,0.03854519873546229,0.06675042327984547,0.1795497000319181,0.2513231021350996,0.20393781708499825,0.12996590293774415,0.0896337625732952,0.03244124824200225,0.00773403264284815,0.0001188123367863558
391_4_1,0.04006258494847827,0.07064009000328542,0.18610964993702292,0.2497533029908701,0.19209327860202624,0.12915741455287555,0.09068285607085631,0.03308190522005101,0.008300105337747683,0.0001188123367863558
411_5_1,0.0336313538738344,0.06089690130435745,0.17684964036490983,0.19821674094546218,0.16633663004993124,0.17924717461140752,0.14583807709025198,0.0308858946845128,0.0076852692642296674,0.0004123178111027525
433_10_1,0.026588714727394644,0.06661251350923394,0.18250451579769686,0.22296030219177093,0.17597346480455392,0.16202483673411475,0.10986660168371004,0.04011834862343629,0.012871344639789326,0.00047935728829901614
347_9_2,0.050831721198344296,0.08457142262277081,0.234721214362317,0.20894166223277488,0.16940658038399384,0.1654490517095505,0.06087561739301986,0.02263081948178479,0.0023062905426123152,0.0002656200728316359
370_12_1,0.07252658561763567,0.10531603497409847,0.18565606036604707,0.20350063854634243,0.18118275142715207,0.14752693074677556,0.07515748018117135,0.024368965508884285,0.004081461326854966,0.0006830913050380238
385_3_2,0.04997887921338945,0.09939581274330854,0.17279272305258714,0.20562352072770293,0.20283345592730206,0.17816355477243104,0.06632895715973047,0.020613234070037248,0.0038974165830534093,0.00037244575045776185
500_1_1,0.05075636892487379,0.08636142161318179,0.20233327070023546,0.22513905841010182,0.17972734626493433,0.16709981571950583,0.06218775327886851,0.023520847022695916,0.0025993822224881146,0.0002747358431142248
373_9_1,0.07121110185785266,0.10635619712662683,0.1858968260053821,0.21832940923009928,0.16542705064831842,0.1559790379730009,0.07018123025329483,0.022074095943746822,0.0039447518644322,0.0006002990972458161
283_9_1,0.03434726406400472,0.06599376708482345,0.16791168130657888,0.25928468729620563,0.16809130920147833,0.1346581690040977,0.12505580075283226,0.034164272723375605,0.009951678009179999,0.0005413705574234237
440_7_1,0.02707530693006345,0.06918075546865796,0.17224865944523962,0.21177892162402392,0.18475944735325456,0.17469538136658735,0.11124010507654089,0.03755500243338481,0.010971304312393973,0.0004951159898533109
