psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
422_7_1,0.04,0.08,0.16,0.36,0.32,0.04,0.0,0.0,0.0,0.0
664_3_1,0.04,0.08,0.16,0.36,0.32,0.04,0.0,0.0,0.0,0.0
393_9_1,0.08,0.08,0.16,0.36,0.28,0.04,0.0,0.0,0.0,0.0
665_1_1,0.08,0.12,0.16,0.36,0.24,0.04,0.0,0.0,0.0,0.0
356_1_1,0.08,0.12,0.12,0.32,0.2,0.08,0.08,0.0,0.0,0.0
577_6_2,0.12,0.08,0.12,0.36,0.2,0.04,0.08,0.0,0.0,0.0
175_6_1,0.12,0.12,0.12,0.32,0.2,0.04,0.08,0.0,0.0,0.0
346_4_1,0.12,0.08,0.08,0.4,0.2,0.04,0.08,0.0,0.0,0.0
268_11_1,0.12,0.16,0.08,0.28,0.24,0.04,0.08,0.0,0.0,0.0
537_3_1,0.12,0.16,0.08,0.28,0.24,0.04,0.08,0.0,0.0,0.0
662_8_1,0.12,0.12,0.16,0.24,0.2,0.04,0.08,0.0,0.04,0.0
764_7_1,0.12,0.12,0.16,0.24,0.2,0.04,0.08,0.0,0.04,0.0
318_5_1,0.08,0.12,0.12,0.28,0.2,0.04,0.08,0.04,0.04,0.0
205_4_1,0.12,0.12,0.12,0.28,0.12,0.08,0.08,0.04,0.04,0.0
692_5_1,0.12,0.12,0.12,0.28,0.12,0.08,0.08,0.04,0.04,0.0
684_6_2,0.005762786920755153,0.050790998796394184,0.1981728957601565,0.3185742086065639,0.1646094819294227,0.12394712881673463,0.07391622573927886,0.055359444048568435,0.006129972681963942,0.0027368567001616315
524_3_2,0.01618175934909708,0.11110342984263064,0.19747576529838107,0.17542233105628632,0.09614202361123449,0.20821501437984796,0.09523687108873002,0.08908109461675942,0.010842860182320342,0.00029885057471264366
755_8_1,0.012608885586290277,0.09584008087601655,0.2728769900275481,0.22171467969531033,0.16119311298926672,0.0993280776993285,0.06848422220698701,0.05843964950526126,0.008716801469362538,0.0007974999446286408
152_9_1,0.02660486190510262,0.12094499600260407,0.09864216327387423,0.2777727549175016,0.2282376200298563,0.14220384866492583,0.07464194913083622,0.02606889009415573,0.003933459651649925,0.0009494563294935513
680_1_3,0.04299779228193918,0.021494855838961918,0.08444150863169618,0.17757375092165503,0.1355458680470018,0.19034713073333456,0.19603410447342248,0.11269691325010064,0.036989710519611405,0.0018783653022767769
249_12_1,0.02432282596000905,0.08417531274132514,0.11365356206552421,0.2651415236090328,0.19727406471851633,0.14591927536219731,0.08669293125278657,0.06775692643529782,0.014115841706477767,0.0009477361488330398
664_9_1,0.01828063882985238,0.06988520730425528,0.13715688303247817,0.15580316274694903,0.18036096718801992,0.17838141370840027,0.11473640515108384,0.13049548643665365,0.01418549192432983,0.0007143436779776375
339_6_1,0.034856759824174494,0.0864034671540525,0.21105292323339764,0.23220122957346054,0.19360043550102657,0.11370987544657035,0.07353642952256288,0.0509279722365729,0.0035551757652980587,0.00015573174288408716
339_7_1,0.029088495580947928,0.05617548160352888,0.16878936897444663,0.2845570341748068,0.19814140813837003,0.1348123177036515,0.05225137773272357,0.0746631468676377,0.0013299281647609913,0.0001914410591259004
249_4_1,0.022685995499559835,0.13080890660054567,0.10305583577378609,0.2461490966000442,0.16572909953462994,0.18426170038039597,0.09779163149712879,0.04400619167576693,0.003963215632543702,0.0015483268055989563
411_6_1,0.025990187631644686,0.06951633031321036,0.1733554150315549,0.21568271947354842,0.20609657736375248,0.16571390052779525,0.08280739220304295,0.05407900442961852,0.0049024395762402055,0.001856033449592274
777_3_1,0.020304099886773567,0.10543911710694395,0.09811550980606276,0.3031296091898171,0.20453907378586267,0.17357509540247842,0.06597259871543822,0.024892174586014316,0.0026690108702060976,0.0013637106504029483
666_5_1,0.09692180507884393,0.06834460224029158,0.12605370172097397,0.16438700607222168,0.2357726879041552,0.15781700823846798,0.08962427665644518,0.051471482158174195,0.008321472454909325,0.0012859574755169575
413_10_1,0.023215664786564873,0.034305320748250684,0.10050584500803525,0.22517090763193928,0.18484127098414752,0.16506346768157468,0.14808534596904133,0.09608563642628878,0.01849583066422578,0.0042307100999317586
543_7_3,0.058761910918802354,0.06001449706510026,0.0966727372700508,0.22071601698812449,0.2685311008124044,0.1709686323574366,0.0676021274835517,0.052352791513871046,0.003376251185340959,0.0010039344053173202
482_4_1,0.04081649390945988,0.08723911963090983,0.1461138960198524,0.21181544761638096,0.1985631678119036,0.16500355910056722,0.10268181965481919,0.03794746266895636,0.008561061867757725,0.001257971719392863
387_1_1,0.02860064700197328,0.03588206706429835,0.09918695678008377,0.16915591428778234,0.17718375315938506,0.20993962135393474,0.11481578077826589,0.13545158863564538,0.02574650555012402,0.004037165388507211
723_4_3,0.029542964300201556,0.032344977082274656,0.08571057904942127,0.131913625519541,0.16865880059714772,0.24258700112165246,0.15404040057989044,0.12877817546796785,0.025014657123830976,0.0014088191580720138
17_6_1,0.03409921297854508,0.1074605750732625,0.1584393042056362,0.16956987812748006,0.21717785905706527,0.16292888195104813,0.10574148632810429,0.03972270950926276,0.004603503886480067,0.00025658888311555164
439_6_2,0.04115767764002544,0.09288689870758839,0.1696955483923237,0.19961914511204942,0.1887250218654593,0.1426389604608641,0.11788010886503537,0.03961534733753223,0.007555411477490326,0.00022588014163163472
145_6_2,0.07074783552460913,0.10967828122092296,0.15602875827823126,0.21860565615151736,0.2272911098034862,0.09842906637285205,0.0780081333281981,0.027147594228999358,0.01374457857772508,0.00031898651345850445
409_5_2,0.05984388967609121,0.1310987096498559,0.08214085826259175,0.20563108539984118,0.18474201990777228,0.15124859532476115,0.11979853945643175,0.05875378610285642,0.0063046211066550735,0.00043789511314329296
158_1_1,0.03419529917958057,0.097323403843708,0.15728165376619063,0.20644981377095242,0.1937096074689162,0.14783807376907823,0.12124590878102762,0.03430607302418376,0.006791638945807154,0.0008585274505553687
725_2_1,0.01764680876309431,0.07095626686237937,0.11727456870168453,0.10662432898899583,0.1344159020091368,0.17983829334001417,0.11955117738730388,0.2341703192275102,0.018143604599749456,0.0013787301201314166
221_2_2,0.08356321119609249,0.13531666161999845,0.26003530976958894,0.1870537674641087,0.1579655898199994,0.1062597065395002,0.05001828423758502,0.011862456263250156,0.007850487737388471,7.452535248814595e-05
149_1_2,0.05072125284241571,0.08358454143586462,0.15171730287040652,0.22310168356761043,0.2019602560731898,0.12887953720768727,0.11209094487068078,0.04091132479718016,0.006807276193333052,0.00022588014163163472
211_7_1,0.04345991975425407,0.10479434431818055,0.1560876409363925,0.20732748129839668,0.18549898563297407,0.17009756435254733,0.0954861198877639,0.03306772457342956,0.003329339104429725,0.0008508801416316346
637_2_2,0.03864504128327299,0.08834545572714514,0.16863581519515106,0.21147057595212027,0.1962133645929757,0.13889431062985377,0.1050400134187704,0.04505598546735462,0.007320698956312539,0.00037873877704344363
170_8_2,0.016740959396807607,0.04663637788575355,0.07244535871731143,0.10618853632056141,0.13070277601084884,0.1920525169049169,0.21688198015626262,0.17812548223499433,0.03893747680032876,0.0012885355722144203
703_2_2,0.02840930742415591,0.053895492188073275,0.07915693952241674,0.16721723398723445,0.20022958995829881,0.16640004537500006,0.1428589146582064,0.12441171793730658,0.034974124224835965,0.0024466347244718493
726_5_1,0.010800843235061147,0.09246689382273292,0.08605629741298056,0.10614004951983384,0.1426486066019962,0.17355326712951002,0.13040494043638529,0.2366481381557479,0.020307695574500646,0.0009732681112514638
642_1_2,0.06745757673430927,0.04530763208469702,0.07911044836214337,0.14961445637120133,0.19056465601087666,0.17219166460856417,0.14794841488607882,0.11552023773142603,0.030640535450678765,0.0016443777600245568
639_7_2,0.056613249672759346,0.10659943064993463,0.17517953206652673,0.2208899187117025,0.20063841832503151,0.11203478528114648,0.08983690358271666,0.027610937255190714,0.0103795357449223,0.00021728871006909396
696_2_1,0.04247226543326641,0.10562874193418736,0.1571348950870949,0.20788090828860528,0.18484338750611154,0.16855648304135104,0.09555423397886649,0.033493437642820784,0.0035847669460644634,0.0008508801416316346
752_8_2,0.018354668152982832,0.03115547740854821,0.06312201079615364,0.11541621432571039,0.1382957688617964,0.19550791573040635,0.22682702922061238,0.17700492030507037,0.03330440265443138,0.0010115925442879335
407_7_2,0.017015287883585428,0.03457951380392834,0.07134843957011018,0.13358872913364137,0.17661260316684907,0.18749962458962963,0.21969468720896568,0.12523958279375125,0.03314871303741791,0.0012728188121210915
603_9_1,0.06584487457862466,0.13281969343240502,0.18415043473268583,0.22905211606126058,0.1931852845497602,0.09805605243371146,0.06230676614425087,0.026148738182749223,0.008117053371093585,0.00031898651345850445
115_11_1,0.028977588364651714,0.12384133457219484,0.09544121582604215,0.18258680430894877,0.20297172774316333,0.16072348157716518,0.11426977074278928,0.08237693290474873,0.008368363883599144,0.0004427800766968238
352_5_1,0.030219318608375637,0.100623254788984,0.11391684912467434,0.17080405904475462,0.26180848013633845,0.16268121523159634,0.1228204235734374,0.02650402466753937,0.009968805095003199,0.0006535697292965717
562_2_1,0.018302243973227102,0.0915382209362065,0.14360480863706773,0.32101180283080694,0.20968041246058913,0.1145032773580235,0.07183070350269781,0.022472681408000184,0.006733168929861612,0.00032267996351941717
19_3_1,0.046668688846181444,0.1270470683928232,0.12641300851318324,0.20719623486749483,0.19548393144701456,0.163642782882658,0.08570880175713681,0.03963388738783393,0.007308775252625064,0.0008968206530488647
36_6_1,0.026599232156032004,0.08524885709171576,0.18039644615373018,0.19814969601375462,0.2409354226664588,0.16953128166908651,0.06717973197026224,0.02812362652568149,0.003276741105790428,0.0005589646474879227
128_1_1,0.02584088039557908,0.07672599781736171,0.20919245867847494,0.15479482259889044,0.213737379918732,0.2168789668371522,0.06512153697707618,0.030295195302099693,0.0072838343229323175,0.0001289271517014888
514_5_1,0.04519098067453446,0.09443896317366372,0.126624486362794,0.20145996504061486,0.20033792459784475,0.16936453250077166,0.10596880840028998,0.043890536062041054,0.011039694123176586,0.001684109064268997
726_4_2,0.013977351315685225,0.03397506373071382,0.09826206135998565,0.09931391377518606,0.17372819905576128,0.15954295184113376,0.17921284860350706,0.19466730333135807,0.04532935205961595,0.00199095492705313
293_2_1,0.020655132935723262,0.03650777615907292,0.08752363863613487,0.17069575327998904,0.16838094242584456,0.19795741260108707,0.1741816808951918,0.11875863882533792,0.022719674931831538,0.0026193493097870003
682_5_1,0.027700999336836653,0.09236541619307732,0.11170853568449403,0.12524158462579033,0.19384273194024973,0.1300532991553237,0.13974744825646407,0.15660436345251733,0.021624710756464355,0.001110910598782527
740_6_2,0.023255153241372315,0.03834321274111764,0.08801363037551076,0.1459459918425599,0.19315976230753898,0.18982393137169257,0.15013665777798935,0.13194576834356117,0.03718605969317815,0.0021898323054791026
129_7_1,0.03547921627285036,0.08855436207663407,0.1697815907612063,0.24475357440917478,0.19174808029626514,0.15387328992367755,0.08060214983202175,0.02939536853836572,0.004839359613082877,0.000973008276721422
229_4_1,0.04370368775297585,0.10625506307679994,0.17980903809840998,0.21844862541971632,0.19400764828681327,0.13343107560523695,0.08448285268794324,0.03502455091633601,0.004575258401546049,0.00026219975422243376
538_6_1,0.0343665875103622,0.10853206153147509,0.20334482423529682,0.2672222694812021,0.16156037371870957,0.12944976989806506,0.06679635169901926,0.026370913073328287,0.002060742398966104,0.0002961064535755032
747_8_2,0.05736174559674563,0.062104663929725336,0.14348328598982912,0.1793804615346977,0.2668790427459749,0.17153094170998692,0.07229992771023376,0.03645357592015734,0.00894140453476545,0.00156495032788383
352_2_1,0.020310304514818314,0.03909222509058126,0.08891830713226426,0.12884080777172793,0.1673097050946937,0.1938119754908363,0.1526136478290048,0.18011205494043594,0.026204831560964297,0.0027861405746732633
640_9_2,0.01838497792304352,0.0382680863935694,0.08989373213091092,0.11975110010981121,0.17441742913562297,0.1719074582679333,0.17624737614412309,0.17641343709757368,0.03300239089828528,0.0017140118991266432
723_6_2,0.027077047634682532,0.028708976507621192,0.08461983662732227,0.15089229944302462,0.19607830488980912,0.24969676987012115,0.13633859344040897,0.09344082580389186,0.031408283763214764,0.0017390620199033236
207_1_1,0.03862035445784998,0.13232331866590175,0.16975153911572444,0.23528075200360601,0.19593592678352956,0.12055193087809701,0.07203411737768872,0.027970383830756985,0.006991720018766831,0.000539956868078699
232_6_2,0.0381447386054169,0.08464758729709088,0.1552811708701937,0.23531949268609736,0.20814155864986517,0.12667935296019484,0.10640342496288403,0.03894435430841203,0.006226597265577517,0.00021172239426755398
300_8_1,0.03547921627285036,0.09212579064806264,0.17763873361834914,0.23903928869488905,0.19103379458197944,0.14887328992367754,0.08060214983202175,0.02939536853836572,0.004839359613082877,0.000973008276721422
498_7_1,0.05074487457862466,0.1331270584078551,0.1871082088734387,0.2404504794000495,0.19432800140737064,0.10070187894762307,0.06444702801004464,0.02605643049044153,0.002717053371093585,0.00031898651345850445
792_5_2,0.030458664725929716,0.06704685856189803,0.18393338351567085,0.18946050248927337,0.2278834875694255,0.1611470965764314,0.08468286647028758,0.04158373797379559,0.011632007453605842,0.0021713946636820955
822_12_1,0.04831927743732743,0.09628481883692581,0.12246547826236899,0.2131565157447356,0.19094952839239743,0.17897743531038923,0.09698102778073144,0.04118716552961042,0.009864276351500141,0.001814476354013441
59_4_1,0.03569458835248395,0.07602971647906115,0.14011142709449448,0.17698296144495285,0.2425736484552666,0.1416890548935721,0.13979389500185857,0.04313857604346577,0.003906636965292953,7.949526955154571e-05
598_3_1,0.02215764124998224,0.08215302085143422,0.14652004779663996,0.2554223824720107,0.19416446849834493,0.14758725138322729,0.11813795990661849,0.03016328155239277,0.0025911659636791945,0.0011027803256703093
526_9_1,0.037266760212272994,0.04866281142853776,0.09487853752632315,0.16903292473241166,0.20392627319912632,0.17256969244748663,0.1419226278879816,0.10079244246040778,0.027196919714047724,0.00375101039140444
430_3_2,0.04781554251656446,0.08146167627609112,0.17186051174257613,0.222300312184768,0.18882029897491098,0.10659910484603002,0.11650809256655333,0.05936079682474326,0.004851468439660144,0.00042219562810256165
684_3_1,0.04735837350866826,0.11117029667052629,0.1780867466489487,0.24493321279247368,0.2086997776613264,0.11154500703240135,0.06267027369464494,0.026336851590087272,0.008659503532844335,0.000539956868078699
292_1_2,0.041149010262476936,0.08556976746294521,0.13366052514394142,0.2183686143497458,0.19422645922585918,0.14071269668640135,0.13478969149190623,0.04222418307530625,0.009150591514624553,0.00014846078679292505
553_1_1,0.03964922721443832,0.10551576657583826,0.17316799423253884,0.19934549507764907,0.1854872904146488,0.15550631922176306,0.09360826966233175,0.04121856290959819,0.005952221359509036,0.0005488533316846501
833_1_2,0.035930837234825305,0.08489038167092142,0.1343677401228015,0.21435757556320095,0.20710008992186194,0.13922600015407155,0.12436798826591225,0.04398088027298348,0.015207471922548005,0.0005710348708735399
405_4_1,0.02673591855583646,0.04337939700914967,0.1156737204290053,0.1689925888208926,0.19528168725055728,0.1651762125294295,0.1556223301609656,0.10457444557831588,0.020761911134543412,0.003801788531304307
824_9_1,0.017813363008970993,0.03690256881946105,0.0678287348443487,0.13467386598217096,0.19045379643327098,0.1671261160709123,0.15531926233342136,0.19678041866534624,0.03137697321196806,0.0017249006301294056
115_7_1,0.033798154132051096,0.04191875173801352,0.09132190128639345,0.17528755218829162,0.21549560289602337,0.17265826445629245,0.14343409680114835,0.1005294334088865,0.02098204402889609,0.004574199064003676
10_6_2,0.046559942540861245,0.0895901918099612,0.16159942241791397,0.21408806187903132,0.19541627143182136,0.12873819790454244,0.1089367721512444,0.04506605405233964,0.009742886058061943,0.00026219975422243376
128_7_1,0.03821876588252383,0.09075284239053197,0.13783211321340993,0.21630535567971204,0.20945949161733352,0.16241840432512025,0.09856794245680435,0.03762312351468198,0.007297306008262322,0.0015246549116198413
308_1_1,0.054039791553587395,0.135409377107404,0.11487539536912893,0.2195591950423489,0.19401386709596846,0.1340430090876877,0.08614493352441116,0.05391016768739983,0.007218661091775999,0.0007856024402875855
482_5_1,0.045579229788641776,0.13589118511904175,0.13674778506423985,0.20131175033535498,0.20358513060112865,0.140583816347684,0.0804221561588539,0.05079289766936826,0.00452301185109781,0.0005630370645891594
819_3_2,0.055744024870189646,0.06372814020742826,0.09529042565168436,0.22607277921518648,0.26096023885929487,0.16699620652993033,0.07771109586066126,0.04949574664523212,0.002964185163713184,0.0010371569966794465
38_8_1,0.04509862384066267,0.10216611477914027,0.17775623845173938,0.2619384535250447,0.18016658775840402,0.09777283938390348,0.09182807860658312,0.03826049667001957,0.0037378489985549386,0.0012747179859478102
75_4_1,0.033780878249042495,0.1188265002639375,0.15746009416722218,0.20472258356587963,0.2007272337665541,0.10972474798200851,0.11696063195735538,0.046267110480745624,0.0028330993365929215,0.008697120230661668
106_10_1,0.031875445765515084,0.07055307054927133,0.1350625101850259,0.189488278825047,0.22442967150870888,0.17047820492061885,0.1213305033709304,0.045742652658611146,0.010061475451269593,0.000978186765001762
501_2_1,0.02580758531748425,0.07636379418976422,0.18926766924960528,0.1346794066423328,0.20271741070127777,0.19894207984515463,0.1273577844474345,0.040259517590007024,0.004435764430725409,0.00016898758621403912
542_4_1,0.03682685613650101,0.07406683399872006,0.1526828780477919,0.2531542856263236,0.22354009235735717,0.1387219610671624,0.0780749053282957,0.031411715560822194,0.010841865631358649,0.0006786062456673754
574_1_2,0.03682685613650101,0.07406683399872006,0.1526828780477919,0.2531542856263236,0.22354009235735717,0.1387219610671624,0.0780749053282957,0.031411715560822194,0.010841865631358649,0.0006786062456673754
733_1_3,0.03148515317437029,0.10864271394946172,0.11223364649770515,0.19928533290787917,0.20466271319860868,0.1835054660768768,0.09747799474598323,0.05416116209806447,0.007889613607732786,0.0006562037433175641
797_3_2,0.026838703399914374,0.05758072663419264,0.12088518566947344,0.16963843479975682,0.27204680023708167,0.15664831802602303,0.1370738212481528,0.04642808946158458,0.011882795093875,0.0009771254299455953
456_8_2,0.02039801038422946,0.04167654607445098,0.08900930137118175,0.14827824292481098,0.196190065337842,0.1909094292071904,0.13657821621954777,0.13780074669853953,0.03696960947672793,0.0021898323054791026
668_8_1,0.023031144047433928,0.04207661128568595,0.09183676166016493,0.14475402104961627,0.16832551875658675,0.2160770490821345,0.12375355778620513,0.15698333860527897,0.029011837988104028,0.0041501597387896974
90_6_1,0.029507158294808444,0.11861520160550368,0.14372431011166603,0.29441013906758984,0.17866455245911397,0.14088407351893842,0.06020524882011445,0.03206957311582245,0.001759514294088789,0.00016022871235395406
97_8_1,0.03265268384336765,0.10986836505816504,0.17343590143567364,0.2407148939014181,0.17281133513349242,0.15975310267487233,0.07025435830906239,0.03578244453238353,0.004217071794065236,0.0005098433174996389
227_3_2,0.04581464700428344,0.11356680377605777,0.17485378261187534,0.2398770307705151,0.1994125415175404,0.12159729499234047,0.07215974156340497,0.023131125716607966,0.009072453076951838,0.0005145789704227185
590_10_1,0.03883687072480017,0.09374417318972293,0.14694556007090542,0.2191374211908737,0.20641009550490744,0.1563688115650658,0.09528877978673062,0.03502924770628888,0.007319796647192123,0.0009192436135128943
712_5_2,0.039929113627968034,0.07166727288434116,0.147695178837895,0.20935882768190844,0.21443222083279737,0.1449409031830103,0.1260067447354349,0.03564579783185429,0.00845021070442252,0.0018737296803680481
515_5_1,0.02880273362760161,0.08846964550161905,0.1635549013086438,0.2797115667575645,0.20274532589882824,0.1378530931957415,0.06884281977912272,0.026179761957377302,0.003147518575526103,0.000692633397974954
684_7_1,0.0250491572562022,0.07932945324861194,0.16709516264405744,0.19227174367919247,0.1918066662444447,0.19938488684964575,0.0859079302481824,0.05142930886630931,0.006114094837494858,0.00161159612585888
617_3_1,0.014997436848456754,0.038802763716608686,0.11289588116922382,0.21875280986268147,0.20561861569744008,0.18310166508228554,0.1134154150837694,0.09001426456093782,0.009917307742582938,0.012483840236013429
693_7_1,0.014003810161377108,0.08822144273513192,0.08118470956547391,0.14247473464937274,0.15609888935185864,0.14705848158286627,0.14987296831248792,0.20025587277968349,0.020533702228034644,0.0002953886337133676
746_1_1,0.010424806706510581,0.059872740813829595,0.10069711285464952,0.15106145800403328,0.21005352602672642,0.20401772760514456,0.13521857180110713,0.10465687833473179,0.021115266525918792,0.0028819113273481933
357_8_1,0.042082636020179656,0.10935353030546434,0.19263676252015313,0.2162508216360229,0.19115732488973575,0.12925051986335861,0.08093861026052332,0.034509436769122354,0.0034776549944325373,0.0003427027410074076
29_2_1,0.04309290550335792,0.10614730448135022,0.1778094807262842,0.22016876932191562,0.1976114178718638,0.13717526222624427,0.08045299391802675,0.03439294012923651,0.0029230456800891608,0.00022588014163163472
31_2_1,0.04422879895090595,0.10752390444552645,0.18376899827163679,0.2143254026115228,0.1949087500047641,0.1346555209838458,0.0820001251279251,0.034871969585135554,0.003454330264515026,0.00026219975422243376
81_6_1,0.0413067072670784,0.08985023174083859,0.17647096930130995,0.21581900747808816,0.22180512652496165,0.13518216861830498,0.06710984870994768,0.04829656967818101,0.003933151379343417,0.0002262193019461444
84_8_1,0.036825901589434495,0.1068713175077307,0.18676609620795429,0.2630923605450404,0.17884871652632245,0.12048733605171635,0.07352853714493505,0.03122288557432458,0.002060742398966104,0.0002961064535755032
89_6_1,0.053917038002219024,0.11234615972245762,0.22351240218203544,0.24016876408799512,0.20108762617795925,0.09949754197227655,0.04833020120502416,0.01887696148137334,0.0021912712703544665,7.203389830508474e-05
127_7_2,0.03142502732264224,0.1053452365556642,0.17523051090349284,0.23625891546201214,0.2116096986243825,0.12274691547986262,0.08716269560349005,0.026075232459564748,0.0032281478083594555,0.0009176197805291535
157_9_1,0.03491581680853215,0.08963244389723055,0.13269914467368046,0.23348508634357873,0.2044983927308275,0.16719034992198276,0.09218333193600176,0.037445950059367225,0.005724090064607224,0.002225393564191701
165_7_1,0.02280858806223938,0.06376868151198616,0.16611642629984083,0.24809926688941303,0.21802530431341893,0.12299251617479891,0.08377562109846771,0.07132626060540896,0.0023383554944291594,0.0007489795499969218
215_10_2,0.04284852135026635,0.08528221399127382,0.14254406066818942,0.22419495109420343,0.20056008031425318,0.14049774889745692,0.10539551689640925,0.04135997571790101,0.016652438255247842,0.0006644928147987736
276_5_1,0.03491581680853215,0.08963244389723055,0.13269914467368046,0.23348508634357873,0.2044983927308275,0.16719034992198276,0.09218333193600176,0.037445950059367225,0.005724090064607224,0.002225393564191701
349_1_2,0.046874855280878515,0.09001361827706388,0.15968229813922907,0.22138361032410456,0.195400605362221,0.13101056060893668,0.1050773526630017,0.043371752260692176,0.0069594669422407655,0.00022588014163163472
358_7_2,0.04717595896796596,0.08867985642323976,0.16311768512714178,0.2148303927856333,0.1958356603933048,0.12916318701536314,0.10752366780179509,0.04483955912358598,0.008571832607747711,0.00026219975422243376
449_3_2,0.021256563202709352,0.15041459659172543,0.1201501294431679,0.15004410061080262,0.10095642307086262,0.09868557647904547,0.073032169171162,0.21920625625628476,0.06611574362408992,0.0001384415501499098
692_4_1,0.04510874809977649,0.10330369236394933,0.14355997953993074,0.21203843054498528,0.20664390871735253,0.15589520075975577,0.08910773610998733,0.036398568211040885,0.007168932843832074,0.000774802809389489
767_5_1,0.027769805667914347,0.09291481052459619,0.2622798539794599,0.2425455296495639,0.18338533102841925,0.10647827722226841,0.04829127546748696,0.027259615049761425,0.007733916169097056,0.001341585241432573
146_8_1,0.03980979151388347,0.1036945269337977,0.17559051226091557,0.19979194832467656,0.18846984426974916,0.15484088280066888,0.09114130892990371,0.04121813181063176,0.004894199824088423,0.0005488533316846501
204_11_1,0.04539205377547278,0.11801460986908503,0.20625032136454013,0.24071212038346285,0.17580183266961577,0.134256014308172,0.051290749995061294,0.020236987937700065,0.007652153081495816,0.00039315661539418947
360_8_1,0.03796235996840899,0.08038631602594438,0.1617002779492953,0.18335095083653744,0.21474230597805094,0.14946571604300327,0.11610257824484897,0.05342280668012349,0.0025731081644616437,0.0002935801093255381
419_4_1,0.0286090769595999,0.08182987742821242,0.16847596976728435,0.1931745648872002,0.1805235606398671,0.19323132601539839,0.08783646212840747,0.05414576386175827,0.007221410141517071,0.004951988170754827
554_5_1,0.04581837543309104,0.09762481839029473,0.14054768543233248,0.20288260404983674,0.20006850592642006,0.1575642087130338,0.10164140054861372,0.04366012101792063,0.009037366157679852,0.001154914330776939
619_4_1,0.026431011143513098,0.0901597703374562,0.16076607927824377,0.2026865169574058,0.2401260387026137,0.16164303311558081,0.07928497135378458,0.03368823114873419,0.003874252316603557,0.0013400956460643096
669_12_2,0.038685380409993066,0.07711732191006708,0.1385950985541772,0.21276779830163325,0.2036415775544003,0.1430364493806319,0.1221845635447822,0.04493992371026958,0.0183673938192465,0.0006644928147987736
684_1_1,0.032366690451666874,0.05808586744727851,0.1227939660460086,0.24340706793250444,0.23332603991448247,0.16684595222140022,0.09982071206183388,0.036181582247262166,0.005257718338144462,0.0019144033394184832
711_7_2,0.035258245028807866,0.07410131231400896,0.1163946108034386,0.20896425332854895,0.21177011165412654,0.15279708309423465,0.134136661240703,0.051138067130361155,0.014296156063251074,0.001143499342519188
715_3_1,0.04294181698626538,0.08621742545632353,0.1256200980479478,0.20053122747891072,0.20959075198189478,0.17277889430432503,0.10725468486678798,0.04175120430594024,0.009890657072552959,0.0034232394990516054
